Link;Dato;Stjerner;Rubrik;Underrubrik;Brødtekst;Kunstner;Gruppe;Solist;Forsanger_koen;Utroværdig;Dansk;Genre;Sted;Note
https://ekstrabladet.dk/musik/koncert_anmeldelser/plat-tessa-tarvelig-i-tivoli/8845237;11. september 2021;2;”plat-tessa-tarvelig-i-tivoli/8845237;Rapstjernen havde mange gæster og stor fanskare, men hendes format var for lille til Fredagsrock;"Tessas foreløbige karriere som koncertnavn kulminerede sent fredag aften i Tivoli, hvor hun på Plænen kunne spejde udover sit hidtil største publikum og grådkvalt udbryde:

- Det betyder alt for mig! Det er det største nogensinde!

Kunstnerisk - eller hvad man nu skal kalde det - er hun forhåbentlig ikke peaket endnu. Selvom man godt kunne frygte det.

Der var meget god plads til forbedring, da rapperen fra Vestegnen affyrede sin vanlige bredside af vulgært bralrende sjofelheder i et fladpandet lydbillede blottet for pondus.

I forhold til hendes tarvelige optrædener tidligere på sommeren til festivalerne Lyden af Nibe og ØreSound, så havde hun opgraderet showet en hel del med et væld af folk på scenen.

Det føltes alligevel tarveligt.

Timing og rytmik
Dansere tilføjede imidlertid noget tiltrængt liv i rampelyset, og pludselig var der nogen deroppe med sans for timing og rytmik.

Tessa har det hele i munden, men hun kan stadig ikke rappe på et niveau, der kan kaldes professionelt. Hun er som en gakket entusiast til en talentkonkurrence. Uden ægte naturtalent.Burhan G dukkede op iført bøllehat og trak klaphatten helt ned over forsamlingen med parrets ukristeligt dårlige nye duet, ’Luftkys’.
Karen Mukupa var med på ’Til banken’, og mindede om en malplaceret voksen til en børnefødselsdag, hvor ungerne havde smuglet sprut ind.

Suspekt fællessang
Bai-D og Orgi-E fra Suspekt fik størstedelen af de 12.300 fremmødte, der fortrinsvis var helt unge piger, til at skrige ’Vil du med ud og se min pik?’.

Det virkede lidt blæst.

Tessa råbte de samme ting, hun altid råber mellem numrene, og hun råberappede ’Ben’, ’Okay’ og ’Snakker for meget’, mens fanskaren råbte med.

Koncertens slutning var en decideret maveplasker, hvor Tessa hyldede sin manager og ville have taget et billede foran publikum, der troede de fik et ekstranummer. Det fik de ikke.

Klokken rundede 23.30, og fanskaren var hurtigt på vej hjem i seng.

Spørgsmålet er, hvor længe Tessa kan holde sig oppe. ";Tessa;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/kikset-start-nej-til-daasepop/8829342;04. september 2021;2;”kikset-start-nej-til-daasepop/8829342;Sangerinden Clara åbnede festivalen Tilbage Til Live med alt for letbenet materiale på gigantisk scene;"Fadøl, flis og flæskestegssandwich.

Det lugter af klassisk dansk festival, når Roskilde, Tinderbox, Smukfest og flere andre af landets største festivaler slår sig sammen med eventgiganten Live Nation for fejre, koncertrestriktionerne er forbi.

På Refshaleøen i København præsenterer endagsfestivalen Tilbage Til Live lørdag et mildest talt bredt program bestående af blandt andre Tessa, D-A-D og Mekdes, men det var Clara, der åbnede begivenheden midt på eftermiddagen.

Solen strålede. Det gjorde popnumrene fra den aarhusianske sangerinde ikke.

Konferencieren Emma Sehested Høeg introducerede Clara med det ret kryptiske ’måske en gigantisk stjerne’, men hun var i hvert fald for lille til at fylde den store hovedscene.

Overdøvet af sniksnak
Clara laver musik til radioen. Ikke til voksne. Der var nærmest sodavandsdiskotek over seancen.  Ikke desto mindre skridtede den 21-årige jyde scenen af med garvet selvsikkerhed, hvilket egentlig var imponerende taget i betragtning, hvor tyndbenet hendes materiale er.  

Hvis hun havde haft gode sange, kunne hun nok gå på vandet.

Publikum sang sporadisk med på ’Crazy’, men ellers overdøvede de Clara med sniksnak under balladerne.

Hold kæft hvor har vi dog savnet danskernes koncertkultur. Men ofte var der faktisk ikke meget at sige til, at snakkehovederne hellere ville høre på sig selv end Clara.

Det blev et nej til dåsepop. Og et ja til fadøl.
";Clara;0;1;;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/for-daarligt-amatoeragtigt-i-tivoli/8828570;04. september 2021;2;”for-daarligt-amatoeragtigt-i-tivoli/8828570;Sangerinden Jada svævede på publikums hænder, men musikalsk var hendes show en maveplasker;"Fredagsrock er tilbage. Godt nok uden rock, men det var da fredag, da Jada genåbnede den traditionelle koncertrække i Tivoli med pop på Plænen.

Restriktionerne er borte, og sangerinden fejrede, at vi må komme hinanden ved igen på herlig vis.

Mod slut i showet blev hun fragtet fra en lille scene ved lydmixeren til hovedscenen på publikums udstrakte hænder, og det var en farefuld færd, for der var lidt langt mellem de fremmødte.

- Kom og hjælp! Jeg er en stor pige! opfordrede Jada muntert i mikrofonen, og det vakte stor jubel, da hun endelig tumlede ind i rampelyset.

Musikalsk lettede koncerten dog meget sjældent.

Savnede lækkerhed
Jada har et par halvfede popsange som ’Lonely’ og ’On Me’, men opkomlingens repertoire er stadig alt for tyndt til et sæt på 80 minutter.

Den 28-årige sjællænder har fået betydeligt flere priser, end hun har hits, og sjælerne fra genrens sovekammer var mere søvndyssende end sexede.

Man savnede basal lækkerhed i hendes lyd, for bandet spillede på en for danske forhold karakteristisk blegfunky facon i sterile arrangementer.
Jadas force er hendes kraftfulde stemme, men organet sejlede rundt i åbningsnummeret ’I’m Back’, og selv om hun generelt fik mere og mere styr på vokalen undervejs, så var autotune tiltrængt flere gange.    
Til sidst foldede roadierne en seng ud, som Jada kastede sig i og skrålede ’Nudes’, og på det tidspunkt havde optrinnet udviklet sig til en blanding af amatørteater og melodrama.

Tivoli har haft problemer med lav volumen i mange år, men det var rigeligt højt til Jada, hvor det mere var kvalitetsniveauet, som var for lavt.

Hun rockede ikke rigtigt igennem.";Jada;0;1;;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/hugo-helmig-goer-det-umulige/8775780;14. august 2021;4;”hugo-helmig-goer-det-umulige/8775780;Den sjælfulde popsanger formåede at skabe nærvær på ØreSounds store, forblæste festivalplads;"Hugo Helmig er et naturtalent. Hvor fanden har knægten det fra?

Man skulle jo næsten tro, hans far var noget ved musikken.

Det er Hugo som bekendt, og efter et par år væk fra de danske scener med stofmisbrug, coronapandemi og en hel del besøg hos tatovør er han omsider tilbage.

- Jeg har aldrig haft det bedre! proklamerede jyden på ØreSound Festival.

Det kunne ses. Og høres.

Sang hjertet ud
Den 23-årige aarhusianer trodsede almindelig logik og gjorde det umulige ved at skabe nærvær på en stor menneskeforladt festivalplads, hvor regn og vind prellede af på hans sjælfulde popsange.

De få fremmødte publikummer var i selfiehumør og ville hellere høre sig selv snakke end Hugo synge hjertet ud på balladen ’Tell Me to Stay’. Han sang ellers fantastisk.
Det smertelige nøglenummer ’Curtains of My Life’ blev løftet i selskab med et herligt bøvet band af funky fyre, der bare leverede.
En indledningsvis noget anspændt Hugo løsnede helt op mod slut under en skøn version af gennembrudshittet ’Please Don’t Lie’, som allerede forekommer at være fra en fjern fortid, inden en opløftende ’Wake Up’ vækkede folk helt til sidst.

Sættet varede kun 50 minutter, hvilket virkede lidt fattigt, men det var rigeligt til, at Hugo nåede at minde om, at han er noget ganske særligt på den danske popscene.
";Hugo Helmig;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/sangerinde-ladt-i-stikken/8775767;14. august 2021;3;”sangerinde-ladt-i-stikken/8775767;Drew Sycamore blev seneste offer for ØreSounds manglende publikum under uforpligtende koncert;"Dejligt at se jer alle sammen! udbrød Drew Sycamore.

Det var forhåbentlig ironisk. Eller også er hun svagtseende.

Der var vel 50 i den orange publikumszone, der er et af fem indhegnede områder med gæster på hovedstadens nye ØreSound Festival, som naturligvis slås med corona-restriktioner. Og meget andet.

Ikke mindst at billetkøberne ikke køber billet. Eller sover meget længe.

Lord Siva havde allerede optrådt for ingen, da Sycamore indtog scenen klokken 16, hvor den dansk-walisiske sangerinde trods elendige arbejdsbetingelser gik til opgaven på smilende, sympatisk og selvsikker vis.Med hjælp fra et kært band, der spillede som glade amatører, serverede hun det strømlinede materiale fra forårets album, ’Sycamore’, som har givet hende et mindre gennembrud i form af singlerne ’I Wanna Be Dancing’ og især ’45 Fahrenheit Girl’.
Sycamores repertoire er for så vidt driftssikkert nok, men hun mangler en dimension af dybde og flere markante ørehængere for at holde et timelangt sæt i live på en græsplæne, og koncerten var simpelthen for uforpligtende.   

Så hun blev ladt i stikken af både sit sangkatalog og publikum, der mod slut trods alt var talstærke nok til at overdøve balladen ’Crying Wolf’ med knevren og begyndende fuldemandssnak.

Knap så dejligt.";Drew Sycamore;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/medina-kvajer-sig-i-tivoli/8774242;13. august 2021;2;”medina-kvajer-sig-i-tivoli/8774242;Popstjernen spændte ben for danseglad fanskare med nedtonede versioner af sine gamle hits;"Tidligere på sommeren under festivalen Lyden af Nibe gav Medina en akustisk koncert, der var tragisk kedelig.

Det kunne kun blive mere livligt i Tivoli. Og det blev det. Men ikke meget.

Medina har åbenbart fået en idé om, at hun skal være ’seriøs’ kunstner, og selvom hun havde et større band med i København, så sparede hun atter på strømmen.

Arrangementerne af jydens mange hits var uden basal gennemslagskraft, og midt i en by, hvor bassen ellers bare dunker fra WorldPride, var koncerten som at se ’Toppen af poppen’. På Charlie.

Publikum nægtede dog at lade Medinas mærkeligt udynamiske udtryk ødelægge den fest, de var kommet for, så de overdøvede nærmest idolets gabende orkester.

Hvinende fryd
Der blev skrålet og skreget med fra pigestemmer overalt på Plænen til de ellers tamme toner af ’Ensom’, ’For altid’, ’Vi to’, ’Kl. 10’, ’Kun for mig’ og alle de andre gamle landeplager.

Fanskarens hvinende fryd var faktisk mere indtagende end Medinas klynkevokal, der har taget overhånd. Engang var hun altså en medrivende sanger, man kunne mærke.
Til forskel fra showet i Nordjylland var Medina minsandten mentalt til stede, og efter talrige flop på hitlisterne de senere år, varmede det tydeligvis den stadigt mere matte stjerne, at der fortsat er nogle poptøser, der forguder hende.
Det danselystne publikum havde fortjent en bedre koncert, men intet tyder på, at Medina har tænkt sig at vende tilbage til den slagfærdige popsound, der oprindeligt blæste nationen omkuld.   

Sidst på året turnerer hun sågar med Danmarks Underholdningsorkester, men det bliver næppe ligefrem afsindigt underholdende.

Det er jo latterligt.";Medina;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/harm-l.o.c.-tager-haevn/8772132;13. august 2021;4;”harm-l.o.c.-tager-haevn/8772132;"Den garvede rapper satte ungdommen på plads med autoritet og skønhedsfejl på ØreSound Festival
";"Det trængte vi til.

Efter en tarvelig åbningsdag på ØreSound Festival med infantil underholdning fra Icekiid, Tessa og B.O.C, kom der endelig en voksen på scenen i skikkelse af L.O.C.

Som Batman i en børnefilm indtog aarhusianeren Amager Strandpark, og klædt i sort tog L.O.C. hiphoppen tilbage sent torsdag og fik hævn over den håbløse ungdom, der har overhalet ham på hitlisterne.

Musikalsk er han stadig langt foran.

L.O.C. er kun 42, men han er en veteran i den stadigt mere barnagtige rapverden herhjemme, og hvor var det dog en befrielse at opleve en mand, der tager metieren alvorligt. 

Der var autoritet, galde og pondus i stemmen på rimsmeden, der bragede igennem med åbningsnummeret ’Frk. Escobar’ trods underligt lav volumen i sættets begyndelse.

Ikke noget værd
Hans gedigne nye udspil, ’Fuck L.O.C.’, er floppet på albumlisten, mens B.O.C har ligget i top i ugevis.

Blandt højdepunkterne på ’Fuck L.O.C.’ er ’Hva’ du værd’, der kan opfattes som en dumflad til den yngre generation af rappere, der ikke var noget værd tidligere på dagen.
L.O.C. blev løftet af sit lille liveband, mens hans maskeklædte hjemmedrenge i Shooter Gang dog virkede som nogle pauseklovne midt i sættet. De skulle være blevet hjemme.
Marwan pyntede til gengæld på en vellykket ’Århus V veteran’, men L.O.C. kunne sagtens selv.

Han udviste en ætsende blanding af foragt og taknemmelighed overfor publikum, der i stor stil blev suget med ind i rapperens misantropiske univers.

L.O.C. er bedst, når han er bister. Og han har tydeligvis en hel del at være harm over for tiden som rapper af den gamle skole i en børnehave.";L.O.C;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/forfaerdelig-start-for-ny-festival/8771113;;1;”forfaerdelig-start-for-ny-festival/8771113;"Enerverende Icekiid kom desværre med på afbud, da ØreSound åbnede med få gæster i København
";"Det kunne ikke være gået meget værre.

Torsdag eftermiddag var Artigeardit udset til at åbne den første udgave af ØreSound Festival ved Amager Strandpark, men sådan skulle det ikke være.

Rapperen, der er blandt Danmarks bedste, meldte afbud med få timers varsel på grund af influenza, og i stedet blev en af landets værste hitmagere hentet ind i form af Icekiid.

Det var ikke en bæredygtig erstatning for festivalen, der ellers har som erklæret mål at blive Nordens mest bæredygtige.

Artigeardits aflysning var da også nem at aflæse på fremmødet, for vel omkring kun 1000 af de forventede 5000 gæster stod klar, da Icekiid lagde ud med ’Dengang’. Flere kom til, men de ville nok ønske, de var blevet hjemme lidt endnu.

Ud i ingenting
I solen løb Icekiid ud i ingenting med et sceneshow, der bestod af, at han gik rundt i shorts. Og senere uden T-shirt.

Hans blanding af ligbleg poprap, dancehall og afrobeat er som en alkoholfri cocktail med paraplyer, man får en ubændig trang til at knække ret hurtigt.

Tilsat dj’ens stereotype dåsemuzak rappede, råbte og sang Icekiid uden sans for elementær timing, så man følte sig hensat til en afsporet talentkonkurrence i det lokale storcenter. ’Blondiner & brunetter’, ’Coco Chanel’ og ’Cardio’ vil næppe resultere i Nobelprisen i litteratur eller en placering i Højskolesangbogen.

Hittet ’ErruDumEllaHvad’ bliver ingen klogere af, og Icekiid virkede heller ikke for kløgtig, når han et par gange opfordrede publikum nede bagved til at komme nærmere - festivalens gæster er hegnet ind i fem zoner.

ØreSound kan kun blive bedre de kommende timer og dage. Det kan ikke blive værre.
";Artigeardit;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/vild-triumf-han-er-frelseren/8665427;;5;”vild-triumf-han-er-frelseren/8665427;Artigeardit strålede uimodståeligt som dansk raps lysende stortalent, da han henrykkede i Nordjylland;"Branco, Gilli og Tessa kan jo få en til at tro, ungdommen er håbløs.

Artigeardit har dog så småt genskabt troen på den nye generation i dansk rap med nogle vedkommende udgivelser. Søndag på Lyden af Nibe både lignede og lød han unægtelig som genrens sande frelser.  

Knægten fra Gladsaxe gik på scenen kort efter Tessa. Hun mindede om noget fra et talentshow. Han strålede af talent. Og ægte x-faktor.

Artigeardit havde et forrygende band i ryggen gennem 60 højenergiske minutter, der bare boblede, levede og åndede, så teltets græs vibrerede under et tilsyneladende lykkeligt publikum.

Dansk rap er sjældent musikalsk. Artigeardits koncert var gennemmusikalsk. Der var et forførende jazzet præg over skæve ’Bagsæde’, ’Som du vil’ og ’Idiot’, mens sange som ’Gothersgade’, ’Joggingsæt’ og ’Ses senere’ bare gik rent ind hos en sorgløst jublende forsamling.
Artigeardit har noget at sige, og han er god til at sige det. Så det kan mærkes.

Poeten var helt fænomenal mod slut gennem tour de forcen ’Luft i dæk’, hvor hans indædte ordstrøm blev leveret med overvældende effekt.

På en gråvejrsdag kiggede solen endda frem. Der er håb endnu.";Ardigeardit;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/helt-blaest-i-jylland/8665423;4. juli 2021;2;”helt-blaest-i-jylland/8665423;Rapstjernen Tessa sendte Lyden af Nibe i plørefuld ekstase med middelmådig festivalkoncert   ;"Danske musiknavne har altid oversat udenlandske forbilleder til københavnsk.

Sods blev kongerigets svar på Sex Pistols. Malk de Koijn tog Beastie Boys til Langestrand. Christopher ville bare være Justin Bieber.

For tiden er Tessa en bleg kopi af Nicki Minaj og Cardi B, men det var nu ganske kulørt, da rapperen ramte Lyden af Nibe.

På festivalens sidste dag er der sket et markant generationsskifte blandt publikum, og en lørdag med Lars Lilholt, landsholdet og teknisk set voksne blev til en søndag præget af hiphop og meget unge unge.

Savner timing
Alle generationer i Nibe er dog tilsyneladende enige om, at man skal være ikke bare i hegnet, men helst være viklet sanseløst ind i det, når klokken nærmer sig 16.

Forhåbentlig derfor teede forsamlingen sig, som om Tessa var det vildeste, der er sket, siden romerne skænkede det første glas vin.

Det er hun ikke.
Theresa Ann Fallesen er en middelmådig rapper, der savner basal timing. Hun har det hele i kæften, men hvis hun fik forbud mod at synge om sex, så ville hun være tvunget til at lave instrumentalmusik.
Og musikalsk kan hun slet ikke noget.

Det rappende røvgevirs deliriske fanskare skrålede imidlertid fuldkommen afsindigt med på sange som ’Ben’, ’Så’n der’, ’Mums’ og alle de andre, mens alkoholen fløj gennem luften, som havde landsholdet lige scoret igen.

- Får jeg sådan et ølkrus i hovedet, så ryger du ud! lød det med et smil fra Tessa, der tydeligvis nød publikums totale overgivelse.

Ingen Suspekt
Det var hendes blot anden egentlige koncert, hvilket kunne mærkes, og hun blev kun bakket op af en intetsigende dj. Det virkede desuden fattigt, at Suspekt ikke var med på ’Blæstegnen’, når trioen spiller på samme scene senere i aften.

Men hele showet virkede i grunden blæst.

Oppe foran stod en gut med en landsholdstrøje, der havde ’Jeg har fnat’ skrevet på ryggen, hvor navnet plejer at stå. Han var ikke den eneste.

Hvis man deporterede Tessa til USA og oversatte hende til amerikansk, ville hun nok blive nødt til at få et rigtigt arbejde.";Tessa;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/ramte-den-lige-i-roeven/8665146;;4;”ramte-den-lige-i-roeven/8665146;Lars Lilholt varmede op til landskampen med sikker hjemmebanesejr på festivalen Lyden af Nibe;"Lars Lilholt har optrådt i Nibe, siden Grauballemanden gik i korte bukser, og spillemanden, som er opvokset i nærliggende Aalborg, var tilbage i korte ærmer lørdag eftermiddag.

Iført landskamptrøje sejrede han uden problemer foran en flok gæve roligans, der sang med på ’Café Måneskin’, ’Dansen går’, og den I ved nok, så det kunne høres i Tjekkiets fjerneste bjergregioner.

68-årige Lilholt og hans gøglertrup af et orkester er bedre, når de spiller folkrock, end når de spiller popfolk.

Det kom blandt andet til udtryk i form af en festlig ’Den magiske møhårspensel’, som han kækt introducerede med ordene:

- Nu får I lige en lille frækkert!

Ingen Pavarotti
Sangen er fra Lilholts noget ujævne aktuelle udspil, ’Decameron’, der blev indspillet under det, veteranen kaldte ’coronapis’, og mens publikum uundgåeligt hellere ville høre de gamle sange, så klarede en lille håndfuld nye numre sig uden problemer op mod klenodierne. 

I hvert fald musikalsk.
Sommervarmen gjorde stemningen i teltet mere lummer end et klistret nummer af Cats, men balladen ’En lille bøn hver dag’ havde svalende effekt på den syndige forsamling, hvoriblandt druk og dans jo stortrives.  

Troubadouren væltede nærmest ’Toppen af poppen’ i oktober med sin røvsparkende fortolkning af Kwamie Livs ’New Boo’, og han gentog bedriften ved Limfjorden, hvor sangen skabte fut i både fejemøget og fadøllene.

Nogen Luciano Pavarotti har Lilholt aldrig været. Hans stemme er ikke blevet stærkere, men det er hans band til gengæld, så det var vist slet ikke nødvendigt, at han dirigerede dem som en blanding af anfører og flyveleder.   

Entertaineren havde nummer 60 på ryggen, men han var tydeligvis stjernen på holdet, og i Nibe elsker de ham simpelthen.

Man kunne kalde det kærlighed.
";Lars Lilholt;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/helt-vaek-tragisk-medina/8663820;;1;”helt-vaek-tragisk-medina/8663820;Popstjernen var slukket på Lyden af Nibe, hvor akustisk koncert nærmede sig det antimusikalske;"Hvad er værre end Christopher? Christopher akustisk. Det beviste han fredag eftermiddag i Nibe.

Hvad er så værre end Christopher akustisk? Medina akustisk. Det beviste hun lige efter Christophers koncert.

At præsentere Risskovs svar på Britney Spears uden rytmeboks, strøm og kulørte lamper giver absolut ingen mening. Kun for hendes revisor.

Men Medinas optræden føltes faktisk ikke tragisk, bare fordi hun er forsvundet på hitlisterne i en grad, så den såkaldte popdronning må på landevejen med et show, der kan være i en stationcar.

Det var først og fremmest tragisk, fordi stjernen fremstod helt slukket, og musikken nærmest var antimusikalsk.

Udenfor teltet
Sange som ’Større end os’, ’Sir det ikk’ og ’Superkvinde’ var mere døde end Tollundmanden, og mens der trods alt var livstegn under ’Ensom’ og ’Vi to’, kan man ikke ligefrem påstå, der var ’gang i den’.

- Hold kæft hvor er I stille! udbrød jyden en overgang.

Og det var publikum virkelig. Stilheden larmede endnu mere af, at mindst halvdelen stod udenfor teltet.
Medinas stemme lød skinger i et anstrengende uklart lydbillede, hvor hendes ukristeligt sødladne inderlighed forekom uendeligt overfladisk.

Christopher stikker en plade med et smil mellem numrene som naturlig entertainer med selvironi. Medina lukker bare akavet pladder ud.  

- Jeg ville ønske, jeg kunne blive her hele weekenden! lød det fra sangerinden.

- Det vil jeg ikke, lød det med nordjysk lune fra en blondine tæt på teltets bar.

Det bliver ikke værre. Med mindre, Medina og Christopher beslutter at turnere sammen. Akustisk.";Medina;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/discount-christopher-paa-tilbud/8663814;;2;”discount-christopher-paa-tilbud/8663814;Popsangeren gav akustisk koncert under festivalen Lyden af Nibe, og resultatet var ikke meget værd;"Christophers nye flopalbum ’My Blood’ er der ikke mange, der har hørt, men til gengæld har en hel del lagt ører til popidolets feststemte slagsang om at tage et smut på ’luderbar’.

Fredag eftermiddag tog han et smut på Lyden af Nibe, hvor han kun forargede dem, som forventer stor kunst af en popkoncert.

Efter den med ’luderbaren’ mente mange jo, at han burde trække stikket, og det gjorde han så i Nordjylland. På en måde i hvert fald.

Christopher havde strippet showdelen af sit show og optrådte akustisk, hvilket unægtelig ikke gjorde hans uinteressante sange mere interessante.

Ekstra Bladet har tidligere beskrevet, hvordan stjernerne må gå op til 70 procent ned i hyre, hvis økonomien skal hænge sammen på sommerens små erstatningsfestivaler, og uundgåeligt resulterede det desværre i nogle oplevelser, der føles som discount.

Tag nu lige hjem
Den 29-årige charmør fra Amager serverede heldigvis herlig spas og lystig komik mellem numrene, hvilket blot fik en til at ønske, at den næste kedelige kærlighedssang sluttede endnu hurtigere.

Christopher og hans to medmusikanter lavede ’Twerk It Like Miley’ om til country. Det fungerer ikke rigtigt, men point for at prøve.

Til sidst stod man bare at håbede, han ville synge sit nye kæmpehit. Altså den med ’luderbaren’.
Det er vel på sin plads at informere Christopher om, at Aalborgs legendariske stripbar plus det løse, Gøglerbåden, lukkede for et par år siden.

Så tag nu lige hjem, knægt, find nogle strømkabler i garagen, og så må børneopsparingen vente med at vokse til næste sommer.

Det her akustiske går virkelig ikke.";Christopher;0;1;M;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/roevkedelig-bare-ikke-god-nok/8662656;;2;”roevkedelig-bare-ikke-god-nok/8662656;"Clara manglede elementær kvalitet under det jyske popidols tamme festivalkoncert på Lyden af Nibe
";"Clara har det, man i udlandet kalder ’star quality’.

Bortset fra det kniber det dog med kvalitet hos den unge popsangerinde.

Torsdag eftermiddag gav hun sin første koncert i to år på Lyden af Nibe, der er den lokale festivals nedskalerede erstatning for den traditionelle ramasjang, og det var ikke værd at vente på.

Heller ikke to minutter.

Clara proklamerede, hun var nervøs, men det var ikke til at se, for med efternavnet Toft Simonsen er hun født til showbiz.

Glemte teksten
Den 20-årige aarhusianer gik til opgaven tilsat fjantet entusiasme og storsmilende energi, og mens hendes stemme jodlede uskønt rundt, stod bentøjet heller ikke stille.

Det gjorde musikken til gengæld. Claras repertoire er stereotypt i en grad, der næsten er opsigtsvækkende. Kun åbningsnummeret ’Legend’ og hittet ’Girl Like You’ fungerede effektfuldt i et sæt på 55 meget lange minutter.
Publikum sivede ud af det udsolgte telt ved Limfjorden under balladen ’Armour’, og hendes ligblege band var funky som et utæt badedyr.

Et par intetsigende nye numre tyder ikke på, at Clara kommer til at revolutionere sit strømlinede udtryk på opfølgeren til sidste års ganske populære album ’Growing Up Sucks’.

Clara glemte teksten under ’Crazy’, og tabte den næsten på scenegulvet, men publikum skrålede med og ’reddede hendes røv’, som hun udtrykte det.

Koncerten kunne ikke reddes. Det var røvkedeligt. Hun er bare ikke god nok.

Inger Støjberg er blandt de 1200 gæster til Lyden af Nibe, der blev udsolgt øjeblikkeligt. Video: Per Lange";Clara;0;1;F;;;;;
https://ekstrabladet.dk/musik/koncert_anmeldelser/latterligt-farce-paa-festival/8651607;;2;”latterligt-farce-paa-festival/8651607;Brancos ultrakorte debutkoncert var et tragikomisk optrin under Roskildes eventserie Summer Days ;"Eksamen er overstået for Brancos fans. I hvert fald for dem, der er gamle nok til, at den slags er blevet en del af skolegangen.

Rapstjernen selv skulle fredag eftermiddag til lidt af en eksamen i Roskilde, hvor han såmænd gav karrierens første koncert i eget navn som en del af den lokale festivalgigants coronaevent, Summer Days.

Branco bestod egentlig. Sådan da. Men selve seancen dumpede. Fælt.

Som optakt til gangsterens sange om skejs, dyre ure, millioner, skejs, jetfly, dyre biler og skejs holdt to velmenende unge mennesker inderlige taler om at være udsat for racisme.

Brancos publikum overdøvede dem med ’lå lå lå lå lå lå lå’ og en anden fordrukken slagsang, der indeholdt gloserne ’fisse’ og ’Schmeichel’.

Så langt så godt.

Flow med pondus
Hitmageren trådte dernæst ind i rampelyset og blev mødt af fem tætpakkede rækker med tilhængere. Bag dem stod stort set ingen.

Kun omkring halvdelen af de blot 1000 billetter var solgt, og det virkede unægtelig ganske bizart, at Branco førte sig frem som en tobenet guldmine fra et eksotisk skattely på en nærmest tom østsjællandsk dyrskueplads, hvor man går ind for bæredygtighed.

Rapperen skal i retten efter en kaotisk konkurs. Roskildes idegrundlag spillede fallit.

- I gør det fucking godt i forhold til, at vi ikke er særligt mange! udbrød gutten fra Albertslund en overgang til den dansende fanskare.

Det havde han ret i. Han gjorde det også selv ret godt.

Modsat sin makker Gilli, der vist lider af sceneallergi, så så det faktisk ud som om, at Branco nød opmærksomheden.Der var entusiasme og pondus bag hans snøvlede og ikke synderligt sofistikerede råbeflow, og man kunne sagtens leve med, at han flere gange glemte teksterne. De er jo heller ikke specielt mindeværdige.
I et totalt skrabet sceneshow blev han bakket op af en trommeslager og en guitarist, der klædte Branco, som tilsat et lille liveband fremstod mere menneskelig og mindre afstumpet end på Spotify.

På Crazy Daisy
Numre som ’Bando Bitch’, ’London Town’, ‘Burna’ og hans frygtelige nye single, ’No Warning’, blev klasket sammen i et medleylignende sæt, hvor han gudhjælpemig spillede ’Hundo’ to gange.

Efter sølle 39 minutter var det slut. Billetterne i den forreste af de to sektioner kostede 530 kroner.

Det hørte ingen steder hjemme. Jo, måske på Crazy Daisy i Næstved klokken 3 om natten. Og i hvert fald ikke som en udspringer af kongerigets legendariske festival klokken 15 om eftermiddagen.  

Studenterhuen blev trukket helt ned over Roskilde.";Branco;0;1;M;;;;;
